number,summa,creditor_inn,debtor_inn,group_summa,Полное название,Вероятность стоп-листа,Объяснение ИИ,Телефоны,Электронные почты,Веб сайты,Название должника,Статус должника,Дата отчетности должника
55897/24/47035-ИП,1148430.51,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55896/24/47035-ИП,1.0,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55814/24/47035-ИП,1685950.96,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55806/24/47035-ИП,1201789.15,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55733/24/47035-ИП,1186403.55,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55706/24/47035-ИП,1111949.18,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55705/24/47035-ИП,1691899.7,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55709/24/47035-ИП,2129357.07,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
36969/24/47035-ИП,633763.4,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
241649/24/24011-ИП,434196.1,2461201672,2465345604,3585948.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЖИЛИЩНЫЕ СИСТЕМЫ КРАСНОЯРСКА""",0,"Частная собственность, нет госучастия, выручка и активы ниже порога, не в санкциях, нет крупных контрактов.","['+7 391 273-02-74', '+7 391 273-00-41', '+7 391 261-71-60']","['priemnaja@ukzhsk.ru', 'priemnaja@ujzhsk.ru', 'ptiemnaja@ukzhsk.ru']","[{'name': 'ukzhsk.ru', 'url': 'http://ukzhsk.ru'}, {'name': 'sayanmoloko.ru', 'url': 'http://sayanmoloko.ru'}]","ООО ""СИБМАСТЕР-СТРОЙ""",Действующая компания,
140294/24/24011-ИП,2088300.25,2461201672,2465345604,3585948.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЖИЛИЩНЫЕ СИСТЕМЫ КРАСНОЯРСКА""",0,"Частная собственность, нет госучастия, выручка и активы ниже порога, не в санкциях, нет крупных контрактов.","['+7 391 273-02-74', '+7 391 273-00-41', '+7 391 261-71-60']","['priemnaja@ukzhsk.ru', 'priemnaja@ujzhsk.ru', 'ptiemnaja@ukzhsk.ru']","[{'name': 'ukzhsk.ru', 'url': 'http://ukzhsk.ru'}, {'name': 'sayanmoloko.ru', 'url': 'http://sayanmoloko.ru'}]","ООО ""СИБМАСТЕР-СТРОЙ""",Действующая компания,
140296/24/24011-ИП,265627.56,2461201672,2465345604,3585948.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЖИЛИЩНЫЕ СИСТЕМЫ КРАСНОЯРСКА""",0,"Частная собственность, нет госучастия, выручка и активы ниже порога, не в санкциях, нет крупных контрактов.","['+7 391 273-02-74', '+7 391 273-00-41', '+7 391 261-71-60']","['priemnaja@ukzhsk.ru', 'priemnaja@ujzhsk.ru', 'ptiemnaja@ukzhsk.ru']","[{'name': 'ukzhsk.ru', 'url': 'http://ukzhsk.ru'}, {'name': 'sayanmoloko.ru', 'url': 'http://sayanmoloko.ru'}]","ООО ""СИБМАСТЕР-СТРОЙ""",Действующая компания,
13069/24/24011-ИП,56568.03,2461201672,2465345604,3585948.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЖИЛИЩНЫЕ СИСТЕМЫ КРАСНОЯРСКА""",0,"Частная собственность, нет госучастия, выручка и активы ниже порога, не в санкциях, нет крупных контрактов.","['+7 391 273-02-74', '+7 391 273-00-41', '+7 391 261-71-60']","['priemnaja@ukzhsk.ru', 'priemnaja@ujzhsk.ru', 'ptiemnaja@ukzhsk.ru']","[{'name': 'ukzhsk.ru', 'url': 'http://ukzhsk.ru'}, {'name': 'sayanmoloko.ru', 'url': 'http://sayanmoloko.ru'}]","ООО ""СИБМАСТЕР-СТРОЙ""",Действующая компания,
52074/24/47035-ИП,1229009.54,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55737/24/47035-ИП,289560.97,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55690/24/47035-ИП,642311.7,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55695/24/47035-ИП,223807.97,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55698/24/47035-ИП,100364.5,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55702/24/47035-ИП,7077.0,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55711/24/47035-ИП,932946.43,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55743/24/47035-ИП,240026.78,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55810/24/47035-ИП,17963.14,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55816/24/47035-ИП,17962.56,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
